rainfall_mm,aqi,zone_risk,hours_per_week,vehicle_age_yrs,past_claims,gig_tenure_yrs,premium_tier
2.1,120.48,2,39.3,4.4,1,6.5,0
48.34,229.68,3,73.2,2.8,1,0.4,2
7.99,91.63,2,65.9,4.4,1,2.1,0
23.3,174.4,3,48.3,0.3,1,7.2,1
63.63,139.64,2,52.3,8.3,2,6.7,1
31.57,188.32,1,19.6,11.2,0,0.7,0
22.84,146.19,2,72.2,3.8,0,6.6,0
11.76,62.94,2,68.2,8.5,0,9.3,0
12.15,154.53,2,58.6,0.6,1,0.7,0
33.21,212.93,1,44.5,6.4,1,4.2,0
154.18,148.25,1,81.4,0.5,1,7.3,1
32.53,196.51,1,75.0,2.1,1,6.7,0
24.48,87.27,1,57.7,1.6,0,2.3,0
39.35,148.42,2,37.5,3.5,0,1.6,1
18.78,112.53,1,55.7,1.4,0,7.8,0
1.86,194.82,3,52.6,4.1,1,9.6,1
24.79,151.89,1,39.2,1.8,0,7.7,0
94.84,191.4,1,32.7,7.9,2,9.6,0
5.78,215.26,2,40.1,4.0,0,6.0,1
35.14,191.5,1,52.5,1.0,0,9.3,0
6.73,166.39,3,41.7,1.6,1,6.9,1
23.02,90.11,1,29.5,7.5,1,9.1,0
3.05,149.83,2,66.3,2.0,1,1.6,0
17.96,118.01,3,49.3,3.1,1,8.2,1
42.34,129.36,2,15.0,4.2,0,2.0,1
12.81,127.53,1,37.3,1.7,0,0.3,0
32.8,91.2,2,75.5,1.4,1,5.2,0
47.61,32.56,2,65.9,2.6,0,3.2,1
78.59,109.91,3,33.9,1.0,2,0.4,1
8.02,161.6,3,79.4,1.3,0,9.8,1
15.29,69.11,1,15.7,0.3,0,6.7,0
4.96,150.94,3,81.1,1.4,0,9.0,1
146.72,264.02,1,28.2,1.5,1,10.0,1
78.52,211.38,1,10.7,13.1,1,3.9,1
23.29,248.61,3,42.1,3.6,0,2.5,1
55.36,173.47,1,36.6,6.2,0,1.8,1
22.08,220.05,1,49.9,0.2,3,5.2,1
29.31,106.56,1,69.0,0.5,0,6.1,0
2.8,111.34,2,72.3,6.7,0,4.7,0
42.23,0.0,2,39.7,3.9,1,3.9,0
4.1,221.17,2,41.8,0.8,0,1.7,1
52.47,242.42,1,21.0,2.1,0,4.4,0
45.7,116.81,2,13.5,3.1,1,0.9,1
37.01,134.76,3,57.4,7.4,0,8.7,1
1.1,104.77,3,14.8,0.2,0,0.5,0
10.83,172.96,1,64.3,3.6,0,3.8,0
9.16,217.5,3,49.9,5.0,1,1.0,1
13.4,45.43,2,24.7,15.0,0,7.7,0
2.75,174.57,1,49.9,6.6,1,3.1,0
82.92,133.4,1,23.5,1.3,0,1.1,0
24.21,156.8,1,42.5,4.9,2,5.3,0
10.94,177.54,2,69.2,5.8,0,9.2,0
15.17,138.71,1,44.2,5.2,1,9.1,0
17.78,143.78,2,21.0,6.9,1,2.5,0
27.53,137.17,1,63.6,9.4,1,7.2,0
21.75,208.22,3,23.8,0.4,1,0.3,1
75.54,175.13,1,64.7,0.4,0,1.3,0
20.61,163.24,3,45.5,6.4,2,5.0,1
145.45,73.74,3,43.6,1.2,0,2.3,1
57.2,127.29,1,73.0,0.2,1,8.0,0
7.02,203.92,2,62.4,2.1,1,9.3,1
80.03,152.26,1,12.4,6.9,0,0.0,0
3.71,189.57,3,31.9,0.5,2,2.3,1
51.02,255.99,2,74.4,4.5,1,4.4,1
14.37,212.32,1,11.4,0.0,2,5.6,0
63.11,155.59,1,50.3,0.5,0,9.2,0
60.76,119.34,1,63.9,1.7,0,8.9,0
49.19,0.0,3,56.0,0.3,0,6.4,1
46.82,139.9,2,66.3,7.5,0,2.6,1
10.9,130.44,3,63.7,8.0,1,7.8,1
2.53,173.42,1,61.2,5.6,1,2.0,0
15.47,140.77,1,70.8,1.1,1,9.7,0
5.72,130.78,3,57.8,3.0,0,0.1,1
35.62,43.24,1,39.8,0.8,1,5.7,0
12.74,93.6,3,44.9,1.3,1,0.9,1
111.41,178.6,1,63.0,2.9,1,4.1,1
30.73,252.95,1,74.8,5.3,1,6.3,0
51.86,144.15,2,30.1,0.4,0,6.9,0
4.27,169.67,3,35.3,1.4,1,7.9,1
59.42,207.15,3,78.9,10.4,0,5.9,1
76.82,101.35,1,52.8,2.2,2,2.5,1
20.03,172.01,1,23.2,11.2,1,8.9,0
27.96,105.57,2,59.1,15.0,0,8.1,1
43.42,201.89,2,83.3,3.0,3,1.6,1
5.77,159.08,2,70.9,1.4,1,8.3,0
20.95,167.91,1,65.2,6.3,0,9.7,0
15.26,103.04,3,25.4,0.7,1,6.4,0
4.75,192.42,2,74.8,1.2,0,2.8,0
13.74,275.08,3,48.9,6.1,0,6.1,1
2.12,89.53,2,75.8,2.3,0,3.4,0
0.78,129.61,2,34.4,0.9,1,6.8,0
4.36,163.9,3,14.6,4.2,1,5.4,1
99.0,197.18,2,45.2,5.3,2,9.3,1
23.92,116.43,3,30.0,0.5,1,6.2,1
101.29,0.0,3,62.9,1.3,1,2.1,1
17.0,231.55,2,80.8,1.0,1,7.3,1
11.21,195.63,2,61.1,1.9,0,3.0,1
21.17,45.42,1,75.6,5.8,1,2.7,0
17.37,113.55,1,43.5,5.0,1,3.9,0
3.35,244.09,1,67.1,4.3,1,0.1,0
30.72,236.87,1,72.4,0.0,2,9.7,0
7.3,206.32,1,62.6,0.6,0,5.3,0
29.0,139.43,1,47.6,1.0,2,7.7,0
31.51,154.98,1,56.3,1.3,1,2.6,0
4.95,142.14,2,61.8,0.6,0,7.5,0
1.9,217.69,1,28.7,2.1,0,5.7,0
45.53,97.45,1,69.9,0.3,1,4.2,0
18.47,101.65,2,80.3,5.5,0,9.7,0
1.8,210.62,2,44.4,6.2,0,4.9,0
158.16,147.34,2,61.9,3.4,2,6.6,1
1.79,232.71,2,64.5,0.4,1,0.2,0
35.63,109.71,3,59.0,8.8,0,3.0,1
123.46,146.71,2,50.5,13.5,0,8.9,1
8.2,94.66,2,75.2,0.9,0,7.6,0
4.6,150.44,3,43.2,4.9,0,5.4,2
3.88,61.29,3,14.5,7.4,1,9.0,0
10.84,120.74,2,72.5,3.1,1,4.9,0
3.2,63.82,2,59.9,1.6,1,5.7,0
35.35,191.64,1,72.8,2.6,1,3.8,0
1.93,193.0,2,20.3,2.9,1,6.2,0
21.37,46.18,3,12.3,2.0,0,3.2,1
171.39,230.03,2,79.1,10.6,2,3.9,2
50.46,299.84,3,20.9,5.4,1,9.7,1
28.65,152.76,2,69.9,1.1,1,1.1,1
10.97,111.53,3,70.9,3.5,0,1.1,1
29.34,319.46,2,62.4,4.7,0,0.4,1
22.46,70.86,1,19.7,0.6,0,3.2,0
16.66,151.21,2,59.4,1.8,0,4.0,0
4.2,160.78,1,75.8,9.4,2,0.9,1
65.31,230.71,1,41.5,3.3,1,5.5,1
17.92,171.58,3,40.6,1.0,0,5.8,1
6.49,120.08,1,42.8,0.5,0,7.5,0
13.75,92.93,3,16.1,2.9,0,9.8,0
16.04,129.49,1,76.0,3.2,1,6.2,0
52.73,89.58,1,74.3,1.6,2,1.1,1
39.68,152.87,3,83.8,4.0,3,0.9,1
44.0,116.15,1,53.3,0.3,0,7.8,0
0.33,60.36,2,65.6,0.6,1,6.5,0
16.14,225.31,2,25.0,3.2,1,1.6,0
19.7,120.14,2,59.4,0.3,0,2.5,0
0.58,73.91,3,58.1,8.5,0,7.5,0
9.03,139.9,2,76.7,0.6,1,5.7,0
42.85,154.1,2,71.5,4.5,1,5.9,1
4.42,45.21,3,79.4,2.0,0,2.1,1
22.99,169.9,1,74.3,2.0,0,6.3,0
7.27,87.17,2,74.3,5.8,1,7.7,0
0.37,252.66,3,14.7,2.8,3,8.9,1
8.28,181.44,2,72.6,5.2,1,7.4,0
111.73,126.01,3,55.0,2.8,1,5.8,2
48.51,105.29,2,38.2,3.6,1,6.7,0
96.25,143.7,3,14.2,5.7,0,4.9,1
20.07,186.77,3,60.1,3.7,0,2.3,1
3.49,148.47,1,34.3,3.8,1,8.8,0
23.82,136.97,1,44.6,6.2,1,5.3,0
18.17,153.5,2,60.4,11.9,1,5.9,0
55.81,113.77,2,77.5,1.9,0,9.9,0
3.1,129.41,1,71.1,3.4,2,9.9,0
20.1,24.85,1,43.3,0.4,1,5.9,0
4.88,208.42,1,38.7,1.8,1,0.3,0
11.78,167.93,3,27.7,2.1,0,4.0,1
40.11,103.59,2,37.6,7.2,0,9.4,0
19.39,263.92,2,18.2,2.9,0,2.9,1
14.14,155.22,1,81.9,5.3,0,10.0,0
15.05,87.83,1,52.5,0.1,1,0.8,0
18.45,201.4,1,19.5,2.5,1,5.7,0
46.12,173.88,1,36.1,9.3,2,5.2,0
66.79,173.67,3,50.5,1.0,1,2.6,1
93.26,124.45,3,49.4,0.1,0,9.5,1
46.38,177.03,1,12.6,2.3,0,6.2,0
11.37,134.29,1,80.4,4.9,0,2.3,0
34.96,183.36,1,30.4,2.4,2,3.8,1
17.27,35.7,2,11.2,2.5,2,7.2,0
8.82,123.97,1,15.7,4.4,0,3.0,0
55.14,253.33,1,52.9,1.2,0,8.8,0
1.18,103.98,1,20.2,5.6,1,1.7,0
69.61,113.77,3,13.1,0.7,0,2.6,1
18.57,123.12,2,38.1,2.0,1,1.4,0
30.42,77.11,2,56.1,4.3,0,1.0,0
32.31,17.5,1,18.3,7.0,2,3.0,0
67.65,136.16,3,33.2,6.3,1,10.0,1
30.37,158.15,3,40.9,5.1,1,0.9,1
28.55,146.85,1,21.8,1.8,0,2.1,0
2.07,141.31,1,47.4,0.5,0,2.7,0
21.92,152.58,2,16.3,1.0,0,6.2,0
4.88,211.37,1,13.4,8.0,1,7.5,0
40.12,138.57,2,48.5,7.8,0,7.5,1
21.54,115.56,2,28.3,12.1,0,0.1,1
34.2,133.13,2,17.1,0.3,1,6.5,0
1.28,184.76,1,41.4,3.1,0,6.3,0
2.66,234.72,2,77.7,4.2,1,5.2,0
37.8,112.31,3,63.6,5.0,2,3.8,1
2.24,155.94,1,70.4,4.1,1,8.0,0
2.22,170.3,2,74.5,5.9,0,3.4,0
0.37,90.45,1,82.0,1.8,1,2.3,0
94.05,151.23,1,66.5,0.8,0,3.1,0
40.13,62.06,2,55.0,0.9,0,4.4,1
13.07,43.86,1,37.0,0.0,2,2.1,0
10.55,172.0,1,23.4,1.7,0,6.1,0
12.91,126.97,1,60.8,0.4,2,8.8,0
44.7,162.14,2,83.6,1.6,0,6.0,1
32.49,148.93,2,44.6,4.0,0,4.5,0
6.14,91.42,1,63.6,9.0,0,8.0,0
5.74,147.28,2,46.6,7.3,0,7.5,0
3.11,76.01,1,42.0,1.2,0,3.7,0
32.39,233.46,2,40.4,0.6,1,6.0,1
43.37,68.64,2,47.3,0.9,1,7.3,0
9.24,138.25,2,37.2,14.2,1,2.5,1
0.64,87.46,3,65.4,3.2,1,3.7,1
2.57,184.23,3,74.7,0.8,1,1.1,1
103.13,130.11,1,75.3,7.3,3,9.9,1
10.51,118.88,3,26.8,2.0,3,0.9,1
43.99,201.19,1,76.3,9.2,1,1.7,0
29.4,151.77,3,35.3,1.2,2,4.8,1
14.44,181.0,1,32.9,2.0,2,8.7,0
6.91,91.12,1,63.8,2.8,0,3.6,0
3.88,65.71,1,32.5,8.9,2,7.7,0
28.64,156.43,1,13.9,8.1,3,6.8,1
44.7,130.87,2,37.6,3.4,0,6.4,1
30.98,187.59,3,63.4,1.0,1,8.5,1
22.67,145.21,2,34.2,2.1,2,0.1,1
1.29,162.3,2,56.6,14.9,1,9.3,1
103.72,52.6,3,58.8,3.7,0,8.3,1
48.09,263.31,1,64.3,6.1,0,9.4,0
10.39,140.15,1,76.4,2.4,1,7.9,0
117.32,191.86,1,42.0,3.0,0,8.8,0
27.63,99.83,1,22.3,2.2,0,2.0,0
26.2,168.48,1,33.6,4.9,0,3.2,0
41.36,71.83,1,42.0,7.6,1,3.2,0
50.1,177.12,1,62.8,2.8,1,1.1,0
32.06,128.64,1,11.0,2.6,1,7.3,0
4.11,151.75,3,33.4,1.7,1,1.4,1
12.39,191.88,1,67.7,0.8,3,0.5,0
78.97,76.05,2,59.6,11.2,0,7.8,0
7.63,108.93,2,64.1,1.5,1,9.0,0
13.96,177.44,2,70.1,6.5,3,7.6,1
16.97,275.89,1,68.0,5.0,0,8.3,0
17.36,141.72,1,60.5,6.3,0,6.0,0
28.48,185.47,1,42.5,11.0,0,8.9,0
85.98,143.58,1,82.8,3.9,0,5.0,0
8.26,266.53,1,52.1,9.1,0,9.9,0
3.89,45.17,2,25.0,0.7,2,1.0,0
6.6,155.68,2,31.7,3.9,1,8.1,0
65.39,52.47,2,61.3,5.9,2,6.4,1
31.14,0.0,2,78.4,1.3,2,5.8,1
10.1,167.85,1,23.2,5.4,1,7.3,0
50.78,158.37,3,16.1,6.0,0,8.4,1
59.28,132.91,1,75.2,7.1,1,8.6,1
56.22,143.63,2,77.7,1.5,0,1.8,1
75.37,335.9,3,30.5,4.6,0,2.0,1
8.72,134.51,2,37.9,1.5,1,0.2,1
42.2,180.61,1,58.9,5.4,1,1.3,0
18.52,111.04,2,34.4,2.5,2,2.6,1
55.35,167.71,1,74.9,3.6,0,7.2,0
39.11,135.71,1,18.0,2.2,0,4.8,0
44.94,125.37,1,12.8,0.7,1,7.6,0
32.03,259.13,1,25.4,0.8,0,4.9,0
5.86,220.63,2,31.2,0.3,0,5.6,0
23.63,158.2,3,18.4,3.9,0,1.1,1
125.34,11.75,1,14.9,7.6,0,7.8,0
83.12,128.34,3,65.9,0.1,2,7.6,1
1.32,312.18,3,22.2,0.3,1,3.1,1
5.4,136.16,3,77.6,2.4,1,3.3,1
4.24,216.19,3,37.2,5.4,1,2.2,1
38.84,236.52,1,59.6,0.7,1,8.1,0
51.08,163.14,1,26.7,1.3,0,7.5,0
7.21,99.49,2,27.8,1.1,0,6.1,0
21.15,3.88,2,52.5,2.0,1,2.4,0
55.11,191.05,3,51.5,1.0,1,1.7,1
39.59,101.11,3,66.9,1.7,1,0.5,1
23.44,160.57,2,66.1,5.2,1,0.5,1
26.77,75.01,1,59.6,3.8,0,1.9,0
21.3,134.09,1,43.2,0.3,0,1.0,0
10.6,152.02,1,75.9,4.1,1,5.6,0
24.97,166.12,2,56.1,2.6,3,3.6,1
35.03,83.11,2,83.3,10.9,1,4.4,1
61.98,221.81,3,70.6,1.4,1,5.9,1
30.34,114.19,2,13.3,5.2,0,6.6,0
42.95,49.53,3,33.7,5.3,0,6.5,1
5.23,143.46,2,52.3,1.0,1,2.6,0
18.57,152.06,3,63.4,9.3,1,8.1,1
0.28,159.64,1,50.7,2.7,1,9.2,0
8.5,231.73,3,68.2,4.5,0,3.2,1
38.89,135.81,2,30.9,0.6,0,0.2,0
144.15,142.82,1,23.6,1.2,0,9.0,1
3.13,83.81,1,14.0,3.5,2,9.2,0
15.4,199.23,3,52.4,1.5,1,0.5,1
48.29,161.06,1,61.0,2.8,0,0.0,0
6.85,124.8,2,34.1,1.9,1,8.2,0
24.3,35.72,1,55.4,4.1,2,3.0,0
39.62,236.66,2,13.9,2.7,1,9.1,1
28.71,76.34,3,17.3,0.0,3,2.2,1
6.25,114.52,1,61.9,4.2,0,8.6,0
13.17,171.5,2,37.2,2.2,3,0.7,1
45.95,78.21,3,59.7,1.7,2,2.6,1
24.24,60.39,3,71.5,0.4,1,9.7,0
0.16,22.56,3,73.1,1.0,0,2.3,0
42.94,193.26,2,22.7,1.0,0,1.3,1
1.08,117.29,1,46.0,11.0,1,8.6,0
41.08,325.64,2,64.3,2.3,1,1.2,1
6.79,90.34,2,67.3,0.2,0,1.0,0
95.16,94.71,1,68.1,0.6,1,3.2,0
13.76,116.08,1,26.9,0.3,1,6.4,0
11.88,164.59,1,24.2,3.6,2,7.1,0
4.84,121.79,2,53.7,0.8,2,8.8,0
10.94,186.74,3,64.8,2.8,2,5.4,1
62.78,91.28,1,33.6,1.8,2,3.9,1
168.26,67.1,2,17.7,6.5,2,3.6,1
13.78,42.11,3,63.0,1.5,1,8.5,1
17.86,16.59,1,32.2,2.5,1,7.2,0
38.41,118.92,2,22.3,5.1,2,9.1,1
65.2,131.94,3,20.9,2.3,1,9.6,1
26.97,112.11,3,33.3,6.3,1,3.0,1
14.9,224.6,1,53.9,4.3,3,5.3,0
15.96,223.68,1,36.5,2.1,0,6.3,0
35.68,129.91,1,11.5,2.8,0,1.6,0
0.1,42.36,2,17.2,13.7,1,0.5,1
29.0,116.0,2,31.5,4.3,0,8.7,0
13.18,114.01,2,58.8,9.4,0,5.4,1
47.43,110.57,1,17.3,0.8,1,5.7,0
2.93,108.14,1,51.5,2.6,3,5.5,0
26.62,110.79,2,18.9,9.6,0,7.5,0
19.67,126.81,2,25.7,1.6,2,1.5,1
30.84,111.87,2,22.7,13.7,0,6.1,0
2.01,162.5,2,15.0,0.4,0,4.7,0
26.02,171.62,1,59.7,9.3,1,9.0,0
24.73,95.36,1,44.3,2.4,0,5.2,0
24.67,226.26,1,71.5,0.3,1,9.4,0
27.75,91.2,1,17.3,8.5,1,3.5,0
33.85,52.93,1,20.7,1.2,2,9.7,0
49.04,172.85,1,32.7,0.1,2,8.8,0
9.43,100.96,1,66.7,0.6,0,5.8,0
52.3,169.28,1,32.6,4.3,1,3.5,0
20.69,5.78,2,40.2,15.0,1,3.8,0
2.41,233.55,1,32.3,0.5,2,7.7,0
1.81,190.34,2,15.9,2.5,0,5.8,0
12.2,59.97,2,79.5,0.8,1,4.0,0
46.1,61.27,2,50.6,5.5,0,6.4,0
36.9,250.34,3,68.3,0.5,0,7.3,1
46.62,105.76,1,58.7,1.1,1,0.2,0
21.85,99.95,2,48.1,0.9,2,0.9,0
17.41,14.04,3,16.6,3.2,1,0.9,1
4.79,128.95,3,57.6,8.3,2,2.3,1
11.93,136.34,1,21.5,2.9,0,4.3,0
17.08,192.93,1,40.7,0.2,0,8.0,0
2.78,66.06,1,56.6,3.3,0,3.5,0
7.48,58.78,2,67.9,6.4,1,0.2,1
27.36,177.06,2,60.7,0.6,1,4.8,1
39.92,210.4,1,59.7,0.3,1,10.0,0
192.16,55.73,2,21.0,0.8,0,3.5,1
81.14,214.89,2,35.6,5.5,2,9.6,1
30.86,152.25,2,13.2,3.6,1,1.0,1
16.41,215.51,3,63.2,3.1,0,1.7,1
30.33,145.79,3,80.5,1.1,2,7.2,1
46.2,0.0,1,29.5,1.6,1,5.0,0
3.78,140.88,2,16.5,13.5,0,7.7,1
15.82,213.61,1,45.2,1.1,1,8.6,0
54.94,96.38,2,73.4,9.3,3,2.5,1
14.53,126.72,3,50.8,3.5,2,6.8,1
25.45,139.43,3,13.5,0.5,1,6.1,1
26.59,0.0,2,82.1,2.5,0,8.6,0
6.12,250.28,1,71.3,11.9,0,4.3,0
13.49,95.92,1,19.7,2.2,2,0.5,0
12.22,180.34,2,78.2,8.0,1,5.7,0
0.8,144.8,1,43.4,1.2,0,9.6,0
0.73,225.46,2,37.5,3.4,0,0.1,0
53.46,174.36,1,44.1,7.4,2,2.4,0
9.57,135.9,1,71.8,10.1,1,3.2,0
21.9,96.39,1,58.8,2.7,0,7.7,0
10.65,197.87,3,14.4,4.1,0,3.2,1
84.74,37.59,2,80.9,0.0,0,2.4,1
9.0,188.75,1,20.9,1.2,2,6.5,0
16.85,84.06,1,65.2,1.3,0,0.5,0
61.84,225.14,2,57.1,0.4,0,1.7,1
55.34,159.68,1,23.9,1.3,0,4.1,0
6.18,188.65,2,22.6,1.5,1,3.6,0
48.68,154.92,3,74.4,13.9,1,3.5,1
18.39,44.86,2,41.1,4.4,0,1.1,0
19.79,98.36,2,58.4,2.2,1,3.6,0
4.3,190.34,2,47.3,15.0,0,8.0,1
2.52,160.0,3,63.8,0.7,0,4.1,1
39.05,220.86,3,45.5,2.6,0,5.9,2
20.58,174.2,2,31.3,4.2,0,1.6,1
17.23,92.0,1,36.9,0.2,0,0.7,0
39.23,102.24,2,73.6,5.0,3,8.8,1
43.51,156.18,1,44.6,0.4,1,3.3,0
5.19,11.16,2,25.8,0.6,0,3.5,0
28.27,250.41,2,79.2,0.7,0,8.8,0
4.36,176.5,1,68.9,10.6,1,7.1,0
41.75,223.62,1,14.1,4.6,0,7.6,0
32.1,55.16,2,83.9,4.3,0,6.8,0
94.13,224.67,3,61.4,3.2,0,1.1,2
2.14,283.89,2,21.9,1.4,0,9.6,0
1.76,70.75,2,27.6,3.9,0,9.1,0
9.95,196.28,1,61.2,2.1,0,2.4,0
9.1,150.07,2,67.7,0.6,0,8.0,0
8.51,57.33,2,27.7,4.7,0,4.1,0
71.02,179.57,2,29.0,0.6,0,6.8,1
8.61,200.02,1,32.7,0.8,0,1.7,0
9.52,113.93,2,54.3,6.8,1,5.4,0
42.74,219.95,1,22.7,4.3,0,1.3,0
17.92,49.99,1,17.7,4.0,0,5.4,0
44.98,60.31,3,60.2,2.2,0,2.4,1
2.03,158.2,1,67.7,2.0,0,4.5,0
20.06,151.52,1,47.1,4.7,2,6.7,0
1.03,107.01,2,36.9,5.4,1,8.8,0
1.94,198.58,3,42.0,2.9,0,1.7,1
71.07,181.85,2,38.7,13.9,1,8.9,1
4.5,201.49,2,81.0,12.5,0,3.9,1
22.81,142.61,3,66.8,2.1,1,8.4,1
15.88,186.15,1,25.4,6.9,3,5.1,0
12.8,123.26,1,38.4,3.1,0,8.6,0
69.03,273.23,1,50.3,2.9,2,6.6,0
0.66,101.25,3,55.4,0.2,1,5.1,1
32.7,276.32,1,44.6,3.4,0,3.1,0
99.23,152.09,1,69.9,9.2,0,9.7,0
24.64,67.47,2,66.8,6.1,1,8.0,1
82.85,232.08,2,47.4,6.2,0,3.8,1
1.61,157.55,2,73.2,0.7,2,1.7,1
16.28,201.07,2,65.6,1.8,1,7.8,1
9.04,223.43,1,67.6,1.1,1,9.9,0
39.37,170.28,2,80.8,1.5,0,2.8,0
119.37,114.47,2,29.7,3.5,2,9.2,1
8.89,208.54,3,29.8,1.8,2,1.3,1
31.85,150.05,1,75.8,3.3,1,9.5,0
6.62,191.15,3,67.1,2.3,0,7.5,0
25.0,20.78,2,78.6,1.4,0,3.5,0
18.7,176.82,1,14.7,0.4,0,3.0,0
107.27,111.68,2,56.5,8.9,0,6.4,1
28.14,249.2,1,20.7,0.0,0,5.9,0
12.9,187.39,3,47.3,0.0,0,9.2,1
3.63,164.39,3,21.5,7.0,1,7.7,1
4.92,179.18,1,19.5,15.0,1,5.4,0
7.66,90.09,1,10.9,5.2,1,9.3,0
8.67,247.4,1,56.6,0.1,1,5.9,0
57.04,269.48,1,36.6,1.0,1,8.5,0
24.71,173.57,1,17.8,14.3,3,8.4,1
22.23,245.42,1,33.9,6.6,0,9.2,0
3.66,115.85,2,22.5,3.3,1,0.7,0
59.01,102.17,1,79.7,1.1,1,5.8,0
38.49,152.46,3,33.7,0.1,3,4.7,1
2.1,176.1,3,34.7,0.1,0,4.9,0
36.91,126.36,2,72.1,3.8,2,4.6,1
23.53,182.27,3,57.9,0.1,0,8.4,1
2.56,168.38,1,62.6,15.0,2,3.2,0
18.39,90.1,1,57.1,0.8,2,4.6,0
19.89,181.13,2,80.0,5.0,0,2.0,1
5.44,201.81,2,25.3,0.7,0,2.5,0
87.4,160.29,2,83.2,3.1,1,6.6,1
56.91,219.16,3,71.5,0.3,0,1.2,1
33.17,76.96,3,53.6,5.8,0,1.9,1
18.61,178.08,2,59.0,3.5,0,5.3,0
15.92,79.78,3,58.0,0.4,2,0.4,1
31.58,83.16,1,14.3,7.6,0,1.3,0
23.65,112.14,1,26.1,3.2,1,8.6,0
1.93,93.48,2,81.1,10.2,1,8.5,0
21.55,117.12,2,49.5,9.9,0,3.5,0
49.26,137.15,2,38.0,10.1,0,3.5,1
18.44,200.23,1,66.4,0.3,1,9.4,0
1.6,130.73,2,48.8,0.5,0,0.3,0
46.29,54.86,1,11.0,15.0,0,5.8,0
6.75,218.4,2,64.5,2.7,1,6.0,0
8.98,99.77,1,64.2,1.1,0,7.9,0
5.4,146.48,1,22.2,5.9,0,9.5,0
12.02,176.79,1,80.8,1.2,1,3.6,0
42.41,161.98,1,26.6,5.2,1,4.4,0
21.98,215.65,3,43.9,7.3,0,6.7,1
6.88,178.74,1,18.5,6.1,0,9.7,0
63.07,98.32,1,54.6,1.3,1,8.9,0
63.5,280.71,2,37.8,2.1,1,6.7,1
61.34,161.66,2,36.1,2.1,0,8.6,0
8.19,141.16,1,71.2,2.7,2,0.9,0
18.0,207.84,1,10.7,0.7,1,3.8,0
125.97,164.97,3,69.0,2.4,0,0.1,1
44.35,173.95,2,52.3,2.9,1,1.8,1
0.83,299.53,1,83.0,3.0,1,6.3,0
2.02,133.49,2,53.6,6.9,0,8.9,1
18.7,130.93,1,14.1,2.9,0,6.3,0
71.98,156.99,1,13.7,1.0,0,6.6,0
23.21,214.29,2,75.4,4.4,2,1.0,0
20.66,59.61,3,72.2,6.4,0,6.6,1
3.34,32.07,1,35.6,1.5,0,4.5,0
32.08,114.77,3,55.7,4.1,1,6.5,1
51.8,51.96,1,46.2,0.6,1,3.3,0
14.36,124.51,1,81.6,1.7,1,5.8,0
44.83,180.15,1,80.3,9.6,1,4.2,1
100.13,96.56,1,82.8,9.7,1,5.6,1
6.84,64.39,3,74.1,3.4,0,1.5,1
22.23,154.16,2,77.3,4.8,3,4.0,1
10.15,201.75,1,26.1,7.7,1,3.7,0
47.23,48.3,3,71.5,12.7,0,7.4,1
25.85,199.21,3,62.5,2.7,1,7.1,1
30.2,199.04,3,81.2,3.3,1,9.1,1
47.97,207.25,3,52.3,2.1,0,6.3,1
15.12,223.11,1,16.3,0.3,2,3.1,0
73.98,282.12,3,54.2,2.2,0,7.8,1
22.84,128.63,2,60.8,6.3,1,5.0,1
5.16,156.57,3,26.3,6.5,0,1.9,1
35.71,125.01,3,39.2,8.9,1,7.5,1
47.29,150.12,1,54.3,0.2,3,1.3,0
11.43,241.97,3,37.7,3.0,1,1.8,1
58.38,69.3,1,37.7,0.5,0,7.6,0
70.98,98.34,1,19.8,0.9,0,7.7,0
9.73,232.63,1,79.6,9.2,1,7.9,0
123.17,211.2,3,65.5,2.7,1,2.9,2
4.55,128.21,1,10.1,5.7,0,8.7,0
6.77,201.26,2,66.7,0.3,1,7.2,1
6.11,170.47,1,64.7,2.2,1,8.3,0
67.33,240.02,3,10.7,4.5,1,7.1,1
31.86,154.47,1,37.4,0.6,3,5.8,0
4.95,211.54,3,54.9,1.6,2,1.1,1
17.41,308.52,3,43.5,0.3,2,7.1,1
28.66,185.89,2,67.6,4.2,0,6.9,0
2.61,152.96,1,41.5,14.1,1,3.1,0
64.22,193.35,2,21.4,7.0,1,7.4,0
48.83,128.08,3,82.3,14.7,0,5.5,1
21.11,293.28,3,27.9,7.5,0,5.6,1
102.45,160.8,1,63.1,7.7,2,3.7,0
16.23,133.62,3,20.6,3.4,0,1.2,1
124.26,99.86,1,34.3,2.9,0,2.2,0
33.07,215.83,2,42.7,2.1,1,7.7,1
30.21,202.03,3,24.2,6.8,0,2.7,1
5.44,120.16,1,43.3,0.8,1,0.0,0
64.09,184.59,3,21.6,0.2,0,10.0,1
16.73,59.49,2,51.4,11.8,0,2.1,0
5.31,161.1,3,59.1,0.0,3,6.6,1
0.38,177.17,1,14.6,15.0,1,9.3,0
24.61,252.44,2,74.5,5.2,1,6.0,1
22.49,103.75,3,23.7,1.6,1,8.0,1
38.12,73.3,1,26.7,4.8,2,9.8,0
66.29,96.27,1,58.9,6.8,3,8.6,0
2.48,69.81,3,44.7,1.1,0,5.6,1
39.45,230.2,1,47.0,5.9,2,3.6,0
6.23,242.92,3,19.5,6.5,0,4.8,1
58.6,169.21,1,69.6,1.1,0,8.4,0
51.29,223.28,1,55.7,0.2,0,8.5,0
23.35,158.04,3,20.0,0.9,1,8.5,1
